date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
20141006T000000,3,2.75,3160,9072,2.0,0,0,3,9,3160,0,2005,0,98056,47.5147,-122.177
20140603T000000,3,2.5,2370,11172,2.0,0,0,3,9,2370,0,1993,0,98056,47.5345,-122.179
20140729T000000,3,2.0,1630,7800,1.0,0,0,5,7,1630,0,1950,0,98125,47.7326,-122.307
20140924T000000,3,1.0,1310,7000,1.0,0,0,4,7,1310,0,1958,0,98008,47.6019,-122.123
20140811T000000,4,2.0,2070,7830,1.0,0,1,5,7,1180,890,1941,0,98125,47.7058,-122.278
20150313T000000,3,1.0,970,8378,1.0,0,0,4,6,970,0,1962,0,98023,47.3078,-122.365
20140609T000000,3,2.5,1530,3464,2.0,0,0,3,8,1530,0,1998,0,98007,47.6179,-122.141
20140730T000000,2,1.0,1170,6543,1.0,0,0,3,7,1170,0,1913,0,98136,47.537,-122.385
20150323T000000,2,1.5,1620,3760,2.0,0,0,5,7,1170,450,1924,0,98144,47.6012,-122.291
20140917T000000,3,2.5,1650,5994,2.0,0,0,4,7,1650,0,1989,0,98030,47.3603,-122.19
20140512T000000,2,1.0,910,4500,1.5,0,0,4,7,910,0,1906,0,98118,47.5633,-122.289
20140626T000000,4,2.5,3060,7140,2.0,0,0,3,9,3060,0,2006,0,98027,47.5393,-121.998
20140620T000000,3,2.5,1870,5013,2.0,0,0,3,8,1870,0,2003,0,98011,47.7552,-122.221
20140828T000000,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335
20140507T000000,3,2.5,1920,9180,2.0,0,0,3,8,1920,0,1988,0,98055,47.4818,-122.231
20141111T000000,3,2.25,2130,8800,1.0,0,0,3,8,1270,860,1978,0,98030,47.383,-122.168
20150427T000000,2,1.0,1080,4080,1.0,0,0,3,8,1080,0,1948,0,98115,47.6899,-122.32
20140901T000000,4,2.5,1840,4011,2.0,0,0,3,9,1840,0,2005,0,98052,47.6662,-122.083
20140514T000000,4,1.75,2010,8625,1.0,0,0,4,7,1340,670,1957,0,98133,47.7496,-122.355
20140507T000000,3,1.75,1680,10500,1.0,0,0,4,8,1680,0,1959,0,98005,47.6098,-122.169
20141125T000000,2,1.0,720,212137,1.0,0,0,3,5,720,0,1982,0,98058,47.422,-122.066
20150213T000000,4,1.75,2520,7200,1.0,0,2,5,7,1260,1260,1955,0,98056,47.4835,-122.192
20140921T000000,5,2.5,2760,4000,1.5,0,0,3,8,1730,1030,1926,2014,98122,47.6074,-122.299
20141022T000000,3,2.25,3020,13031,2.0,0,0,3,9,3020,0,1989,0,98052,47.6897,-122.098
20141022T000000,3,2.5,2760,11287,2.0,0,3,3,10,2000,760,1991,0,98028,47.739,-122.264
20150303T000000,2,1.0,1460,7832,1.0,0,0,3,6,1460,0,1924,0,98166,47.4617,-122.346
20140918T000000,5,2.25,2300,11505,1.0,0,0,3,8,1300,1000,1963,0,98030,47.3812,-122.223
20141023T000000,3,2.5,1800,3253,2.0,0,0,3,7,1800,0,2001,0,98108,47.5401,-122.292
20141113T000000,3,3.5,1522,1465,2.0,0,0,3,8,1248,274,2006,0,98117,47.6922,-122.375
20140529T000000,2,1.0,810,4800,1.0,0,0,3,6,810,0,1919,0,98118,47.5614,-122.27
20141113T000000,3,2.5,1910,11550,1.5,0,0,3,8,1910,0,2003,0,98074,47.6213,-122.064
20140825T000000,3,1.5,1630,22764,1.0,0,0,3,7,1630,0,1970,0,98032,47.3611,-122.293
20140617T000000,5,3.5,2800,7350,2.0,0,0,3,7,2800,0,1995,0,98106,47.5273,-122.345
20140522T000000,3,1.0,1070,6109,1.0,0,0,5,7,1070,0,1951,0,98125,47.7207,-122.32
20141014T000000,4,2.75,3150,7379,1.5,0,0,4,7,2430,720,1915,0,98115,47.6968,-122.3
20150317T000000,3,3.25,3320,15022,2.0,0,0,3,10,3320,0,1989,0,98166,47.429,-122.341
20140723T000000,4,2.75,3410,35040,2.0,0,0,3,9,3410,0,1984,0,98038,47.4054,-122.03
20140602T000000,3,2.5,1950,3600,2.0,0,0,3,7,1950,0,2010,0,98038,47.3658,-122.021
20150218T000000,5,2.25,3120,10400,2.0,0,0,3,8,3120,0,1980,0,98023,47.3097,-122.34
20140505T000000,5,3.5,4490,6000,2.0,0,0,3,10,3200,1290,2006,0,98027,47.5396,-122.073
20140826T000000,3,2.0,1300,9334,1.0,0,0,5,7,1300,0,1981,0,98178,47.4865,-122.238
20140616T000000,4,1.75,1690,4080,1.0,0,0,4,7,870,820,1984,0,98144,47.572,-122.289
20150404T000000,4,1.75,2260,41236,1.0,0,0,4,8,1690,570,1962,0,98029,47.5528,-122.034
20141126T000000,3,1.75,1910,10230,1.0,0,0,4,7,1290,620,1964,0,98031,47.4185,-122.207
20140718T000000,3,2.0,1620,2640,1.5,0,0,5,8,1620,0,1929,0,98115,47.6884,-122.322
20140610T000000,4,1.0,1120,2685,1.0,0,0,3,5,860,260,1939,0,98055,47.4904,-122.203
20140721T000000,3,1.5,1370,9720,2.0,0,0,3,7,1370,0,1968,0,98034,47.7302,-122.197
20150313T000000,3,1.5,1900,5000,1.5,0,0,3,7,1640,260,1926,0,98115,47.6779,-122.294
20150226T000000,3,1.0,1010,3520,1.0,0,0,3,7,1010,0,1902,0,98102,47.6208,-122.319
20150317T000000,9,4.0,4620,5508,2.5,0,0,3,11,3870,750,1915,0,98105,47.6684,-122.309
20140925T000000,4,1.0,1520,7298,1.5,0,0,3,7,1520,0,1960,0,98198,47.3706,-122.31
20141215T000000,2,1.0,1860,3400,1.0,0,0,3,7,1010,850,1920,0,98105,47.6714,-122.329
20140611T000000,5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1959,0,98168,47.4852,-122.305
20140909T000000,4,1.0,1470,18581,1.5,0,0,3,6,1470,0,1924,0,98055,47.4336,-122.197
20141117T000000,4,2.0,1390,745,3.0,0,0,3,7,1390,0,2008,0,98027,47.5401,-122.026
20140721T000000,2,2.25,1170,1313,3.0,0,0,3,8,1170,0,2007,0,98107,47.6712,-122.378
20150121T000000,4,2.5,2880,23994,2.0,0,3,3,9,2880,0,2002,0,98022,47.2124,-122.005
20140604T000000,3,1.0,1240,11108,1.0,0,0,4,7,1240,0,1952,0,98166,47.4465,-122.354
20140520T000000,3,1.75,1280,10716,1.0,0,0,4,7,1280,0,1969,0,98059,47.4755,-122.145
20140707T000000,2,1.5,1130,746,2.0,0,0,3,8,1030,100,2009,0,98107,47.6684,-122.363
20140509T000000,5,3.0,3480,57499,1.0,0,0,4,8,2340,1140,1976,0,98027,47.4574,-122.024
20150303T000000,3,1.75,2360,8290,1.0,0,0,4,7,1180,1180,1950,0,98115,47.6738,-122.281
20140806T000000,4,2.5,2390,5021,2.0,0,0,3,7,2390,0,2002,0,98065,47.5353,-121.879
20140806T000000,4,1.75,1840,5100,1.0,0,0,4,5,1840,0,1933,0,98056,47.5209,-122.205
20141118T000000,4,2.25,1970,7532,1.0,0,0,3,8,1390,580,1983,0,98052,47.7219,-122.109
20140714T000000,5,2.5,2750,6000,1.5,0,0,3,8,1750,1000,1904,1994,98103,47.6729,-122.334
20141230T000000,3,0.75,920,20412,1.0,1,2,5,6,920,0,1950,0,98070,47.4781,-122.49
20140828T000000,3,1.75,1540,61419,1.0,0,0,3,7,1540,0,1967,0,98028,47.7663,-122.228
20150402T000000,4,2.5,3020,36893,2.0,0,0,3,9,3020,0,1986,2007,98077,47.768,-122.092
20140919T000000,3,1.0,1320,7155,1.0,0,0,4,6,1320,0,1961,0,98002,47.2857,-122.22
20150407T000000,3,2.25,1830,8276,1.0,0,0,3,8,1350,480,1989,0,98074,47.6336,-122.025
20150217T000000,4,2.25,1970,8941,2.0,0,0,3,7,1970,0,1973,0,98034,47.7223,-122.172
20140924T000000,3,2.0,1710,8910,1.0,0,0,5,7,1710,0,1953,0,98133,47.7719,-122.338
20140917T000000,3,3.0,3040,5067,3.0,0,2,3,10,3040,0,1993,0,98118,47.5409,-122.267
20150317T000000,4,1.5,2120,7110,1.5,0,0,3,6,2120,0,1919,0,98030,47.3846,-122.227
20150410T000000,2,1.0,1330,3698,1.0,0,0,3,7,1330,0,1952,0,98117,47.6866,-122.372
20141029T000000,4,2.5,2620,14126,1.0,0,4,4,8,1620,1000,1941,0,98117,47.6983,-122.397
20150202T000000,4,2.75,1920,4400,1.0,0,0,4,6,960,960,1906,0,98106,47.5532,-122.365
20150424T000000,5,3.5,2880,3750,2.0,0,2,3,8,2270,610,2001,0,98144,47.5905,-122.292
20140815T000000,5,3.5,4370,12240,2.0,0,0,3,11,3270,1100,1990,0,98004,47.582,-122.199
20150408T000000,3,2.25,1990,6256,1.0,0,0,3,7,1390,600,1960,0,98033,47.6903,-122.206
20150507T000000,3,1.75,1680,28046,1.0,0,3,3,8,1180,500,1948,0,98177,47.7648,-122.37
20141014T000000,4,2.75,2500,5100,1.5,0,0,4,7,1420,1080,1907,0,98108,47.523,-122.332
20140725T000000,3,2.5,1420,814,2.0,0,0,3,8,1140,280,2008,0,98136,47.5429,-122.387
20141201T000000,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314
20140604T000000,1,1.0,650,15364,1.0,0,0,4,5,650,0,1967,0,98042,47.3721,-122.159
20150427T000000,3,1.75,2540,8280,1.0,0,0,3,7,1270,1270,1949,0,98177,47.7219,-122.358
20150414T000000,3,2.25,1690,4964,2.0,0,0,3,8,1690,0,1989,0,98029,47.5756,-122.01
20140519T000000,3,1.75,2200,7706,2.0,0,2,3,7,2200,0,1908,1988,98198,47.3878,-122.326
20140617T000000,6,1.75,2740,6360,1.0,0,3,3,8,1370,1370,1953,0,98146,47.5062,-122.385
20140729T000000,3,2.0,1290,5757,1.0,0,0,3,7,1290,0,1994,0,98092,47.3175,-122.17
20141118T000000,4,2.5,2370,10513,2.0,0,0,4,8,2370,0,1987,0,98052,47.6915,-122.099
20140703T000000,3,2.5,2610,6405,2.0,0,0,3,8,2610,0,2001,0,98065,47.5373,-121.874
20140805T000000,4,2.25,2130,7210,1.0,0,0,5,7,1330,800,1965,0,98008,47.629,-122.117
20150413T000000,4,2.25,2290,9900,1.0,0,2,4,8,1550,740,1959,0,98166,47.4434,-122.343
20141002T000000,3,1.0,900,4084,1.5,0,0,3,7,900,0,1910,0,98117,47.684,-122.393
20140812T000000,4,1.75,1670,8000,1.0,0,0,4,8,1670,0,1974,0,98023,47.3193,-122.383
20140529T000000,3,2.5,1360,1016,3.0,0,0,3,7,1310,50,2003,0,98115,47.6774,-122.324
20150311T000000,2,1.0,790,7095,1.0,0,0,3,6,790,0,1944,0,98178,47.4928,-122.239
20150430T000000,4,3.5,4740,8611,2.0,0,3,3,11,3640,1100,2006,0,98027,47.5375,-122.07
20141203T000000,4,2.5,2780,10480,1.0,0,3,3,7,1390,1390,1967,0,98033,47.6597,-122.204
20150209T000000,3,1.75,2380,10450,1.0,0,0,3,8,1400,980,1977,0,98052,47.6409,-122.111
20140614T000000,3,2.5,1930,7214,2.0,0,0,3,8,1930,0,2005,0,98125,47.7191,-122.309
20150320T000000,3,2.25,2600,15000,2.0,0,0,3,9,2600,0,1978,0,98038,47.3719,-122.056
20140620T000000,2,2.0,1310,2841,2.0,0,0,3,6,1310,0,2004,0,98038,47.3502,-122.022
20140721T000000,3,2.5,1650,1793,3.0,0,0,3,8,1650,0,2007,0,98133,47.7107,-122.332
20150417T000000,3,2.5,1650,2201,3.0,0,0,3,8,1650,0,2007,0,98133,47.7108,-122.333
20140908T000000,3,2.0,1140,11161,1.0,0,0,4,7,1140,0,1998,0,98022,47.209,-122.012
20140519T000000,3,2.5,1690,1613,2.0,0,0,3,8,1150,540,2014,0,98029,47.5518,-121.998
20150218T000000,3,2.0,1550,18958,1.5,0,0,3,7,1550,0,1983,0,98198,47.3699,-122.319
20150407T000000,4,2.0,2480,3680,1.5,0,0,4,7,1470,1010,1916,0,98116,47.5686,-122.392
20150224T000000,4,1.75,2040,53578,1.0,0,0,5,7,1160,880,1959,0,98038,47.3844,-122.0
20140703T000000,4,2.5,2800,10786,1.0,0,0,3,8,1420,1380,1970,0,98008,47.5959,-122.116
20141204T000000,4,2.5,1930,7014,2.0,0,0,3,8,1930,0,1994,0,98042,47.3921,-122.163
20150220T000000,4,2.5,2280,9491,1.0,0,0,4,7,1290,990,1966,0,98008,47.6297,-122.117
20140828T000000,5,3.25,4130,7197,2.0,0,0,3,10,4130,0,2012,0,98074,47.6022,-122.06
20140604T000000,2,1.0,820,6250,1.0,0,0,4,5,820,0,1922,0,98136,47.5479,-122.384
20141010T000000,3,2.5,1740,3721,2.0,0,0,3,8,1740,0,2009,0,98002,47.3363,-122.213
20140617T000000,4,2.25,1990,5948,2.0,0,0,3,8,1990,0,1991,0,98029,47.5712,-121.995
20150217T000000,4,1.75,1700,10642,1.0,0,0,4,7,850,850,1954,0,98006,47.5674,-122.142
20140627T000000,2,1.0,1050,2570,1.0,0,0,5,7,850,200,1927,0,98117,47.6764,-122.366
20150420T000000,4,1.75,1770,12462,1.0,0,2,4,8,1770,0,1962,0,98166,47.4355,-122.338
20140729T000000,3,2.5,2050,5694,2.0,0,2,3,8,2050,0,2004,0,98065,47.5331,-121.855
20150318T000000,2,1.75,1740,5100,1.0,0,0,3,6,580,1160,1915,0,98108,47.5211,-122.33
20141015T000000,4,2.75,3980,285318,2.0,0,2,3,9,3980,0,2006,0,98045,47.4803,-121.795
20140609T000000,3,1.75,2050,3520,1.0,0,0,4,7,1070,980,1977,0,98136,47.5536,-122.399
20141024T000000,4,2.5,2340,10800,1.0,0,0,3,8,2340,0,1953,2007,98040,47.5715,-122.225
20150225T000000,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,1940,0,98155,47.7372,-122.316
20150413T000000,3,2.5,2500,10359,2.0,0,0,3,10,2500,0,1986,0,98074,47.6286,-122.051
20140516T000000,2,1.0,1010,5200,1.0,0,0,3,7,1010,0,1955,0,98198,47.4166,-122.323
20140507T000000,3,1.75,1640,10762,1.0,0,0,3,7,1130,510,1988,0,98042,47.3586,-122.074
20141202T000000,2,1.0,1280,12500,1.0,0,0,3,7,1060,220,1951,0,98178,47.4833,-122.237
20140902T000000,4,2.25,2720,18295,1.0,0,0,4,8,2000,720,1979,0,98075,47.5851,-122.073
20140603T000000,3,1.0,1300,6710,1.0,0,0,4,6,1300,0,1952,0,98040,47.5851,-122.242
20150414T000000,2,2.25,1330,806,3.0,0,0,3,8,1330,0,2009,0,98117,47.6904,-122.395
20141014T000000,3,2.25,1360,9600,2.0,0,0,3,7,1360,0,1992,0,98045,47.4687,-121.749
20141002T000000,4,1.0,1260,4080,1.0,0,0,4,7,1260,0,1911,0,98105,47.6644,-122.324
20150324T000000,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,1944,0,98115,47.6819,-122.271
20140915T000000,3,3.5,1460,1021,2.0,0,0,3,8,1150,310,2006,0,98122,47.6169,-122.309
20140716T000000,3,1.0,1070,10125,1.0,0,0,3,7,1070,0,1961,0,98033,47.7012,-122.167
20140602T000000,5,3.25,3160,13238,2.0,0,0,5,8,3160,0,1972,0,98040,47.5373,-122.224
20150311T000000,3,2.0,1390,8245,1.0,0,0,2,7,1390,0,1984,0,98001,47.2669,-122.254
20141013T000000,3,1.0,960,5700,1.0,0,0,4,5,960,0,1956,0,98056,47.4983,-122.172
20141029T000000,4,2.5,3220,14463,2.0,0,0,3,8,3220,0,1978,0,98074,47.6261,-122.047
20140616T000000,4,3.25,3450,6184,2.0,0,0,3,9,3450,0,2014,0,98074,47.6072,-122.054
20150130T000000,3,1.0,2140,5037,1.0,0,0,3,7,2140,0,1957,0,98118,47.5494,-122.274
20150306T000000,2,1.0,740,6840,1.0,0,0,3,6,740,0,1942,0,98126,47.5168,-122.373
20150417T000000,3,2.5,2370,10968,2.0,0,0,4,9,2370,0,1985,0,98033,47.6679,-122.172
20140826T000000,4,2.5,3490,9030,1.5,0,0,4,8,3490,0,1969,0,98023,47.3198,-122.386
20150428T000000,4,2.25,2940,20384,2.0,0,0,4,9,2940,0,1970,0,98004,47.6214,-122.227
20140519T000000,4,2.0,1580,7800,2.0,0,0,2,6,1580,0,1906,0,98144,47.5848,-122.302
20150426T000000,4,2.5,3570,17411,2.0,0,0,3,10,3570,0,1990,0,98075,47.5617,-122.03
20141224T000000,2,1.0,960,4800,1.5,0,0,2,6,960,0,1912,0,98116,47.5752,-122.411
20141112T000000,3,1.0,980,7000,1.0,0,0,3,6,980,0,1953,0,98133,47.7617,-122.357
20140513T000000,4,3.25,4400,16625,2.0,0,0,3,11,4400,0,2003,0,98075,47.5868,-121.968
20141121T000000,3,2.75,3230,75889,2.0,1,4,3,7,3230,0,1925,1993,98023,47.3344,-122.37
20150213T000000,3,2.5,2330,9160,2.0,0,0,3,9,2330,0,1997,0,98006,47.5467,-122.181
20140612T000000,3,1.0,1050,5664,1.0,0,0,4,7,910,140,1947,0,98115,47.6897,-122.285
20140604T000000,5,2.75,2660,8737,1.0,0,4,5,8,1470,1190,1969,0,98006,47.5667,-122.155
20150507T000000,3,1.5,1810,3880,1.5,0,0,4,8,1310,500,1929,0,98117,47.6835,-122.392
20141014T000000,3,2.5,2370,15375,2.0,0,2,3,9,2370,0,1993,0,98042,47.3803,-122.147
20141218T000000,3,2.5,2670,4534,2.0,0,0,3,9,2670,0,2007,0,98056,47.51,-122.184
20141031T000000,4,2.75,2475,4000,2.0,0,0,3,7,2475,0,2014,0,98002,47.345,-122.209
20140922T000000,4,2.5,2500,8282,2.0,0,0,3,9,2500,0,2013,0,98056,47.5127,-122.169
20150304T000000,2,1.0,750,34133,1.0,0,0,3,6,750,0,1950,0,98168,47.4781,-122.294
20141104T000000,3,3.5,3940,11632,2.0,0,0,3,10,3940,0,2014,0,98166,47.438,-122.344
20140806T000000,5,2.25,2060,9000,1.0,0,0,4,7,1320,740,1961,0,98007,47.6122,-122.137
20140909T000000,6,4.0,2700,7416,1.0,0,0,3,7,1350,1350,1969,0,98108,47.5525,-122.3
20140610T000000,3,1.0,1010,9450,1.0,0,0,4,7,1010,0,1959,0,98198,47.3592,-122.315
20150429T000000,3,1.0,1160,9375,1.0,0,0,3,7,1160,0,1967,0,98077,47.7419,-122.073
20140502T000000,3,1.5,1180,10277,1.0,0,0,3,6,1180,0,1983,0,98045,47.488,-121.787
20150512T000000,4,1.5,2030,3300,1.5,0,0,4,8,1530,500,1927,0,98116,47.5855,-122.383
20150211T000000,3,2.5,1440,2500,2.0,0,0,3,7,1440,0,2008,0,98146,47.5123,-122.358
20141229T000000,3,2.0,2320,7800,1.0,0,0,4,7,1160,1160,1960,0,98168,47.5141,-122.316
20141124T000000,5,2.0,2940,5500,2.0,0,0,4,9,2340,600,1909,0,98102,47.6466,-122.321
20150211T000000,1,1.0,890,211576,1.5,0,0,3,7,890,0,1996,0,98019,47.7216,-121.883
20150317T000000,2,1.0,820,8860,1.0,0,0,3,6,820,0,1950,0,98055,47.452,-122.19
20150318T000000,3,2.25,1370,6600,2.0,0,0,4,7,1370,0,1993,0,98038,47.3504,-122.035
20141112T000000,5,3.0,2420,11250,2.0,0,0,3,8,2420,0,2013,0,98146,47.5082,-122.362
20141103T000000,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,1910,0,98103,47.6875,-122.357
20140926T000000,3,2.5,2620,14096,2.0,0,0,4,9,2620,0,1989,0,98042,47.3513,-122.1
20140822T000000,4,2.75,3660,5637,2.0,0,0,3,9,3660,0,2014,0,98053,47.6845,-122.017
20150413T000000,3,2.5,1740,1280,3.0,0,2,3,8,1740,0,2008,0,98116,47.589,-122.387
20150430T000000,3,2.0,1900,7980,1.0,0,0,4,7,1340,560,1977,0,98023,47.305,-122.373
20141031T000000,4,2.5,2570,4480,1.5,0,0,4,8,1580,990,1927,0,98105,47.6701,-122.291
20141110T000000,3,1.0,1210,3720,2.0,0,0,4,8,1210,0,1930,0,98112,47.6317,-122.301
20150206T000000,5,3.5,4150,13232,2.0,0,0,3,11,4150,0,2006,0,98003,47.3417,-122.182
20141028T000000,4,2.5,2780,6837,2.0,0,0,3,9,2780,0,2004,0,98033,47.666,-122.201
20150325T000000,4,3.75,3920,4500,3.0,0,0,3,8,3920,0,2013,0,98103,47.6805,-122.346
20150129T000000,2,1.0,940,5413,1.0,0,0,3,7,940,0,1923,0,98115,47.6956,-122.304
20150122T000000,4,2.25,2520,10370,2.0,0,0,3,9,2520,0,1980,0,98074,47.6377,-122.049
20150320T000000,3,2.5,2653,4510,2.0,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166
20140919T000000,3,1.0,1800,4005,1.5,0,0,4,7,1160,640,1929,0,98117,47.6876,-122.38
20150412T000000,3,2.25,1960,17126,1.0,0,0,3,8,1400,560,1966,0,98055,47.4436,-122.21
20140929T000000,4,2.5,3570,6054,2.0,0,0,3,9,3570,0,2014,0,98052,47.7053,-122.126
20141030T000000,3,1.75,2500,8289,1.0,0,0,4,7,1250,1250,1958,0,98056,47.4973,-122.177
20140828T000000,4,2.5,2950,7024,2.0,0,0,3,10,2950,0,2012,0,98199,47.6651,-122.403
20141106T000000,3,1.0,1120,5200,1.0,0,0,5,7,1120,0,1976,0,98042,47.3638,-122.088
20141208T000000,3,2.0,2800,10501,1.0,0,0,3,7,1400,1400,1954,0,98125,47.7055,-122.315
20150505T000000,4,2.5,2110,5306,2.0,0,0,3,8,2110,0,2012,0,98038,47.356,-122.057
20141210T000000,3,2.5,1020,1570,2.0,0,0,3,7,720,300,2004,0,98144,47.5871,-122.317
20150428T000000,4,1.5,1310,137214,1.5,0,0,4,7,1310,0,1926,0,98198,47.362,-122.316
20150411T000000,3,3.25,2090,51212,1.0,0,0,3,8,1510,580,1989,0,98092,47.3097,-122.099
20141219T000000,3,1.0,1820,8142,1.0,0,0,3,7,1040,780,1961,0,98168,47.505,-122.316
20140822T000000,3,2.25,1260,915,2.0,0,0,3,8,1020,240,2007,0,98106,47.555,-122.363
20141013T000000,4,4.0,3280,8448,2.0,0,0,3,10,3280,0,2007,0,98075,47.5818,-121.973
20150112T000000,4,2.5,2220,4720,2.0,0,0,3,7,2220,0,1998,0,98038,47.3541,-122.024
20150205T000000,3,1.0,1120,8549,1.0,0,0,3,7,1120,0,1952,0,98004,47.6294,-122.205
20140617T000000,2,1.0,1230,3800,1.0,0,0,3,7,1230,0,1928,0,98115,47.6797,-122.292
20140516T000000,3,1.0,1250,4800,1.0,0,0,4,7,1250,0,1951,0,98126,47.5517,-122.381
20140811T000000,4,5.0,6055,21630,1.0,0,3,4,12,3555,2500,1996,0,98006,47.5524,-122.112
20150324T000000,2,1.0,1350,3880,1.0,0,0,3,6,950,400,1927,0,98103,47.6842,-122.344
20141216T000000,3,1.75,1650,14633,1.0,0,0,4,7,1650,0,1958,0,98056,47.4984,-122.176
20141229T000000,5,3.0,2840,6240,2.0,0,0,5,9,2440,400,1905,0,98112,47.6285,-122.309
20140618T000000,6,3.0,3020,13783,2.0,0,0,3,8,3020,0,1952,2002,98040,47.5722,-122.226
20140806T000000,2,1.5,1670,9880,1.0,0,0,4,7,1670,0,1941,1963,98146,47.4864,-122.348
20140612T000000,4,2.5,2490,8124,2.0,0,0,3,7,2490,0,2001,0,98092,47.3347,-122.17
20140701T000000,3,1.75,1860,6000,2.0,0,2,4,8,1860,0,1959,0,98144,47.5981,-122.288
20141210T000000,5,3.25,4150,7100,2.0,0,0,3,10,4150,0,2013,0,98074,47.6026,-122.06
20140529T000000,4,2.0,2240,7725,1.0,0,0,5,7,1120,1120,1956,0,98106,47.5331,-122.365
20141016T000000,3,3.0,1530,9997,1.0,0,0,3,6,1020,510,1992,0,98001,47.2861,-122.252
20140617T000000,7,4.25,3670,4000,2.0,0,1,3,8,2800,870,1964,0,98199,47.6375,-122.388
20140618T000000,5,2.5,2240,7543,1.0,0,0,3,7,1140,1100,1966,0,98177,47.7756,-122.372
20140703T000000,3,1.0,1240,5000,1.5,0,0,5,7,1240,0,1909,0,98107,47.6755,-122.367
20140514T000000,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341
20150324T000000,3,2.25,1890,7314,1.0,0,0,3,7,1100,790,1981,0,98031,47.4121,-122.172
20140818T000000,5,4.25,4610,13252,2.0,0,4,3,11,4610,0,2004,0,98075,47.5878,-121.969
20150209T000000,3,2.0,1580,5080,1.0,0,0,4,6,800,780,1942,0,98146,47.4963,-122.35
20150428T000000,3,1.5,1580,8841,1.5,0,0,5,7,1180,400,1923,0,98103,47.6931,-122.352
20150313T000000,6,1.75,2400,7500,1.5,0,0,3,7,1400,1000,1975,0,98155,47.7661,-122.313
20140520T000000,3,2.0,2390,6888,2.0,0,1,5,8,2390,0,1939,0,98115,47.6839,-122.274
20140915T000000,2,1.0,1280,5250,1.0,0,0,4,7,1140,140,1942,0,98126,47.5258,-122.377
20140519T000000,4,3.25,5010,34460,2.0,0,0,3,12,5010,0,1988,0,98006,47.5469,-122.127
20140930T000000,3,1.0,1300,10236,1.0,0,0,4,6,1300,0,1971,0,98045,47.5028,-121.77
20140915T000000,3,2.5,2320,32772,2.0,0,0,3,9,2320,0,1992,0,98053,47.6304,-121.988
20150219T000000,4,3.25,4270,6384,2.0,0,0,3,9,3060,1210,2001,0,98065,47.5362,-121.874
20141212T000000,4,3.0,2430,7243,2.0,0,0,3,8,2430,0,2003,0,98038,47.3533,-122.016
20150303T000000,3,3.5,2480,3200,2.0,0,0,3,10,2480,0,2010,0,98144,47.5951,-122.307
20140919T000000,3,2.25,1620,8701,1.0,0,0,3,7,1220,400,1962,0,98007,47.6071,-122.137
20140623T000000,4,2.5,2520,7253,2.0,0,0,3,9,2520,0,1990,0,98059,47.5148,-122.159
20141119T000000,3,2.5,1650,6675,1.0,0,0,3,8,1290,360,1990,0,98023,47.2899,-122.372
20140606T000000,3,2.0,980,5000,1.0,0,0,3,6,980,0,1940,0,98144,47.595,-122.308
20150326T000000,4,1.0,1440,6678,1.0,0,0,3,7,1040,400,1950,0,98116,47.571,-122.392
20140617T000000,4,2.5,1660,9760,2.0,0,0,3,7,1660,0,1994,0,98030,47.3635,-122.188
20141009T000000,6,1.75,2180,4000,1.5,0,0,4,7,1380,800,1926,0,98105,47.6643,-122.29
20140819T000000,3,2.0,1260,22100,2.0,0,0,4,7,1260,0,1981,0,98023,47.2772,-122.354
20140829T000000,2,1.0,1220,6000,1.0,0,0,3,6,880,340,1938,0,98118,47.5647,-122.27
20140706T000000,4,2.5,3160,4620,1.5,0,4,3,9,2020,1140,1917,2005,98116,47.5875,-122.382
20141230T000000,4,2.0,1800,13551,1.0,0,0,4,7,1800,0,1974,0,98059,47.4721,-122.128
20140508T000000,2,1.0,1060,4960,1.0,0,0,3,7,1060,0,1926,0,98103,47.6896,-122.331
20150330T000000,3,1.5,1360,9625,1.0,0,0,3,7,1360,0,1963,0,98030,47.3799,-122.211
20140610T000000,3,1.0,1580,5000,1.5,0,0,3,7,1580,0,1926,0,98117,47.684,-122.386
20140502T000000,3,1.5,1200,9720,1.0,0,0,4,7,1200,0,1965,0,98042,47.4225,-122.153
20141029T000000,3,2.5,2280,4557,2.0,0,0,3,8,2280,0,2010,0,98028,47.7733,-122.266
20140617T000000,3,1.5,1180,7000,1.0,0,0,4,7,1180,0,1977,0,98023,47.2966,-122.374
20150416T000000,4,2.75,2460,3600,2.0,0,0,3,8,1640,820,1907,2007,98122,47.6093,-122.297
20150421T000000,3,2.5,3510,9824,2.0,0,0,3,9,3510,0,2002,0,98075,47.5635,-122.032
20140630T000000,4,3.0,3720,15048,3.0,0,0,3,7,3720,0,1979,2014,98059,47.5116,-122.144
